"Site.Name","Date","PM2.5","Ozone"
"Bryson City",2018-02-28,33,NA
"Castle Hayne",2018-02-28,6,NA
"Clemmons Middle",2018-02-28,53,NA
"Durham Armory",2018-02-28,39.5,NA
"Garinger High School",2018-02-28,43,32
"Hattie Avenue",2018-02-28,44,NA
"Leggett",2018-02-28,40,NA
"Linville Falls",2018-02-28,15,NA
"Mendenhall School",2018-02-28,45,NA
"Millbrook School",2018-02-28,37.5,30
"Pitt Agri. Center",2018-02-28,22,NA
"West Johnston Co.",2018-02-28,38,NA
"Bryson City",2018-03-01,16,42
"Castle Hayne",2018-03-01,9,32
"Clemmons Middle",2018-03-01,38,41
"Durham Armory",2018-03-01,38,37
"Garinger High School",2018-03-01,26,36
"Hattie Avenue",2018-03-01,37,40
"Leggett",2018-03-01,33,32
"Linville Falls",2018-03-01,NA,42
"Mendenhall School",2018-03-01,37,41
"Millbrook School",2018-03-01,37,35
"Pitt Agri. Center",2018-03-01,27,32
"West Johnston Co.",2018-03-01,37,34
"Bryson City",2018-03-02,18,44
"Castle Hayne",2018-03-02,3,44
"Clemmons Middle",2018-03-02,10,44
"Durham Armory",2018-03-02,20,42
"Frying Pan Mountain",2018-03-02,NA,46
"Garinger High School",2018-03-02,11,44
"Hattie Avenue",2018-03-02,10,43
"Leggett",2018-03-02,3,42
"Mendenhall School",2018-03-02,10,44
"Millbrook School",2018-03-02,18,43
"Pitt Agri. Center",2018-03-02,12,43
"West Johnston Co.",2018-03-02,4,43
"Bryson City",2018-03-03,23,44
"Castle Hayne",2018-03-03,0,44
"Clemmons Middle",2018-03-03,13,44
"Durham Armory",2018-03-03,14,43
"Frying Pan Mountain",2018-03-03,NA,44
"Garinger High School",2018-03-03,8.5,43
"Hattie Avenue",2018-03-03,9.66666666666667,46
"Leggett",2018-03-03,10,44
"Mendenhall School",2018-03-03,14,46
"Millbrook School",2018-03-03,13,43
"Pitt Agri. Center",2018-03-03,11,44
"West Johnston Co.",2018-03-03,8,44
"Bryson City",2018-03-04,26,42
"Castle Hayne",2018-03-04,0,41
"Clemmons Middle",2018-03-04,17,46
"Durham Armory",2018-03-04,24,44
"Frying Pan Mountain",2018-03-04,NA,47
"Garinger High School",2018-03-04,20,44
"Hattie Avenue",2018-03-04,16,47
"Leggett",2018-03-04,10,42
"Mendenhall School",2018-03-04,19,45
"Millbrook School",2018-03-04,22,43
"Pitt Agri. Center",2018-03-04,16,42
"West Johnston Co.",2018-03-04,20,42
"Bryson City",2018-03-05,57,44
"Castle Hayne",2018-03-05,5,44
"Clemmons Middle",2018-03-05,24,44
"Durham Armory",2018-03-05,29,42
"Frying Pan Mountain",2018-03-05,NA,46
"Garinger High School",2018-03-05,32,44
"Hattie Avenue",2018-03-05,22,42
"Leggett",2018-03-05,8,43
"Linville Falls",2018-03-05,NA,44
"Mendenhall School",2018-03-05,20,44
"Millbrook School",2018-03-05,28,44
"Pitt Agri. Center",2018-03-05,18,42
"West Johnston Co.",2018-03-05,36,43
"Bryson City",2018-03-06,63,38
"Castle Hayne",2018-03-06,15,44
"Clemmons Middle",2018-03-06,33,29
"Durham Armory",2018-03-06,32.5,24
"Frying Pan Mountain",2018-03-06,NA,44
"Garinger High School",2018-03-06,55,19
"Hattie Avenue",2018-03-06,25,30
"Leggett",2018-03-06,13,35
"Linville Falls",2018-03-06,44,38
"Mendenhall School",2018-03-06,26,27
"Millbrook School",2018-03-06,31,27
"Pitt Agri. Center",2018-03-06,22.5,37
"West Johnston Co.",2018-03-06,46,31
"Bryson City",2018-03-07,23,38
"Castle Hayne",2018-03-07,22,36
"Clemmons Middle",2018-03-07,37,35
"Durham Armory",2018-03-07,29,33
"Garinger High School",2018-03-07,29,33
"Hattie Avenue",2018-03-07,28,34
"Leggett",2018-03-07,12,36
"Linville Falls",2018-03-07,NA,38
"Mendenhall School",2018-03-07,24,35
"Millbrook School",2018-03-07,30,34
"Pitt Agri. Center",2018-03-07,25,35
"West Johnston Co.",2018-03-07,25,33
"Bryson City",2018-03-08,24,39
"Castle Hayne",2018-03-08,10,38
"Clemmons Middle",2018-03-08,30,43
"Durham Armory",2018-03-08,27,38
"Garinger High School",2018-03-08,27,39
"Hattie Avenue",2018-03-08,28,41
"Leggett",2018-03-08,15,40
"Linville Falls",2018-03-08,NA,41
"Mendenhall School",2018-03-08,20,42
"Millbrook School",2018-03-08,28,38
"Pitt Agri. Center",2018-03-08,24,39
"West Johnston Co.",2018-03-08,23,39
"Bryson City",2018-03-09,35,44
"Castle Hayne",2018-03-09,17,44
"Clemmons Middle",2018-03-09,31,44
"Durham Armory",2018-03-09,26,41
"Garinger High School",2018-03-09,30,43
"Hattie Avenue",2018-03-09,25.3333333333333,44
"Leggett",2018-03-09,21,41
"Linville Falls",2018-03-09,18,45
"Mendenhall School",2018-03-09,30,44
"Millbrook School",2018-03-09,30.5,41
"Pitt Agri. Center",2018-03-09,20.5,42
"West Johnston Co.",2018-03-09,28,43
"Bryson City",2018-03-10,62,31
"Castle Hayne",2018-03-10,55,NA
"Clemmons Middle",2018-03-10,71,38
"Durham Armory",2018-03-10,57,18
"Garinger High School",2018-03-10,74,33
"Hattie Avenue",2018-03-10,64,38
"Leggett",2018-03-10,46,37
"Linville Falls",2018-03-10,NA,47
"Mendenhall School",2018-03-10,62,40
"Millbrook School",2018-03-10,69,39
"Pitt Agri. Center",2018-03-10,61,46
"West Johnston Co.",2018-03-10,81,44
"Bryson City",2018-03-11,54,33
"Castle Hayne",2018-03-11,28,NA
"Clemmons Middle",2018-03-11,70,31
"Durham Armory",2018-03-11,60,30
"Garinger High School",2018-03-11,74,26
"Hattie Avenue",2018-03-11,66,33
"Leggett",2018-03-11,39,34
"Linville Falls",2018-03-11,NA,41
"Mendenhall School",2018-03-11,60,33
"Millbrook School",2018-03-11,56,31
"Pitt Agri. Center",2018-03-11,39,38
"West Johnston Co.",2018-03-11,55,31
"Bryson City",2018-03-12,15,44
"Castle Hayne",2018-03-12,18,34
"Clemmons Middle",2018-03-12,43,38
"Durham Armory",2018-03-12,36,36
"Garinger High School",2018-03-12,19,34
"Hattie Avenue",2018-03-12,40,40
"Leggett",2018-03-12,25,33
"Linville Falls",2018-03-12,10,43
"Mendenhall School",2018-03-12,35,40
"Millbrook School",2018-03-12,32,NA
"Pitt Agri. Center",2018-03-12,22.5,34
"West Johnston Co.",2018-03-12,37,33
"Bryson City",2018-03-13,35,43
"Castle Hayne",2018-03-13,20,43
"Clemmons Middle",2018-03-13,32,44
"Durham Armory",2018-03-13,34,43
"Garinger High School",2018-03-13,30,42
"Hattie Avenue",2018-03-13,31,44
"Leggett",2018-03-13,22,44
"Linville Falls",2018-03-13,NA,43
"Mendenhall School",2018-03-13,25,44
"Millbrook School",2018-03-13,31,44
"Pitt Agri. Center",2018-03-13,28,44
"West Johnston Co.",2018-03-13,28,44
"Bryson City",2018-03-14,22,44
"Castle Hayne",2018-03-14,20,43
"Clemmons Middle",2018-03-14,25,43
"Durham Armory",2018-03-14,31,42
"Garinger High School",2018-03-14,21,43
"Hattie Avenue",2018-03-14,25,43
"Leggett",2018-03-14,13,42
"Linville Falls",2018-03-14,NA,43
"Mendenhall School",2018-03-14,19,44
"Millbrook School",2018-03-14,26,43
"Pitt Agri. Center",2018-03-14,21,43
"West Johnston Co.",2018-03-14,23,43
"Bryson City",2018-03-15,46,61
"Castle Hayne",2018-03-15,19,48
"Clemmons Middle",2018-03-15,43,61
"Durham Armory",2018-03-15,35.5,51
"Frying Pan Mountain",2018-03-15,23,61
"Garinger High School",2018-03-15,29.5,48
"Hattie Avenue",2018-03-15,34.6666666666667,61
"Leggett",2018-03-15,29,50
"Linville Falls",2018-03-15,30,NA
"Mendenhall School",2018-03-15,42,58
"Millbrook School",2018-03-15,34,49
"Pitt Agri. Center",2018-03-15,27.5,50
"West Johnston Co.",2018-03-15,42,51
"Bryson City",2018-03-16,66,64
"Castle Hayne",2018-03-16,56,71
"Clemmons Middle",2018-03-16,45,51
"Durham Armory",2018-03-16,47,49
"Garinger High School",2018-03-16,57,67
"Hattie Avenue",2018-03-16,42,49
"Leggett",2018-03-16,25,51
"Linville Falls",2018-03-16,NA,61
"Mendenhall School",2018-03-16,35,54
"Millbrook School",2018-03-16,49,50
"Pitt Agri. Center",2018-03-16,40,51
"West Johnston Co.",2018-03-16,52,54
"Bryson City",2018-03-17,62,44
"Castle Hayne",2018-03-17,38,48
"Clemmons Middle",2018-03-17,44,51
"Durham Armory",2018-03-17,50,45
"Frying Pan Mountain",2018-03-17,NA,49
"Garinger High School",2018-03-17,50,43
"Hattie Avenue",2018-03-17,41,51
"Leggett",2018-03-17,32,45
"Linville Falls",2018-03-17,NA,50
"Mendenhall School",2018-03-17,50,61
"Millbrook School",2018-03-17,54,44
"Pitt Agri. Center",2018-03-17,40,45
"West Johnston Co.",2018-03-17,55,44
"Bryson City",2018-03-18,37,41
"Castle Hayne",2018-03-18,36,44
"Clemmons Middle",2018-03-18,30,46
"Durham Armory",2018-03-18,29,44
"Frying Pan Mountain",2018-03-18,21,44
"Garinger High School",2018-03-18,28,44
"Hattie Avenue",2018-03-18,27,45
"Leggett",2018-03-18,18,43
"Linville Falls",2018-03-18,23,44
"Mendenhall School",2018-03-18,29,45
"Millbrook School",2018-03-18,30,44
"Pitt Agri. Center",2018-03-18,23,44
"West Johnston Co.",2018-03-18,29,44
"Bryson City",2018-03-19,36,37
"Castle Hayne",2018-03-19,9,44
"Clemmons Middle",2018-03-19,42,45
"Durham Armory",2018-03-19,33,43
"Frying Pan Mountain",2018-03-19,NA,40
"Garinger High School",2018-03-19,34,43
"Hattie Avenue",2018-03-19,42,44
"Leggett",2018-03-19,23,39
"Linville Falls",2018-03-19,NA,43
"Mendenhall School",2018-03-19,43,45
"Millbrook School",2018-03-19,38,42
"Pitt Agri. Center",2018-03-19,23,43
"West Johnston Co.",2018-03-19,35,44
"Bryson City",2018-03-20,15,36
"Castle Hayne",2018-03-20,8,34
"Clemmons Middle",2018-03-20,20,32
"Durham Armory",2018-03-20,17,32
"Frying Pan Mountain",2018-03-20,NA,44
"Garinger High School",2018-03-20,27,29
"Hattie Avenue",2018-03-20,20,33
"Leggett",2018-03-20,9,35
"Linville Falls",2018-03-20,NA,38
"Mendenhall School",2018-03-20,18,34
"Millbrook School",2018-03-20,23,32
"Pitt Agri. Center",2018-03-20,17,34
"West Johnston Co.",2018-03-20,14,32
"Bryson City",2018-03-21,19,35
"Castle Hayne",2018-03-21,7,27
"Clemmons Middle",2018-03-21,21,35
"Durham Armory",2018-03-21,17,31
"Frying Pan Mountain",2018-03-21,4,40
"Garinger High School",2018-03-21,12.5,32
"Hattie Avenue",2018-03-21,13,33
"Leggett",2018-03-21,8,31
"Linville Falls",2018-03-21,5,36
"Mendenhall School",2018-03-21,15,32
"Millbrook School",2018-03-21,15,31
"Pitt Agri. Center",2018-03-21,7.5,32
"West Johnston Co.",2018-03-21,19,29
"Bryson City",2018-03-22,29,44
"Castle Hayne",2018-03-22,13,44
"Clemmons Middle",2018-03-22,19,45
"Durham Armory",2018-03-22,25,42
"Frying Pan Mountain",2018-03-22,NA,47
"Garinger High School",2018-03-22,20,45
"Hattie Avenue",2018-03-22,18,44
"Leggett",2018-03-22,11,43
"Mendenhall School",2018-03-22,13,44
"Millbrook School",2018-03-22,22,42
"Pitt Agri. Center",2018-03-22,18,43
"West Johnston Co.",2018-03-22,22,42
"Bryson City",2018-03-23,31,43
"Castle Hayne",2018-03-23,18,48
"Clemmons Middle",2018-03-23,25,50
"Durham Armory",2018-03-23,34,47
"Frying Pan Mountain",2018-03-23,NA,48
"Garinger High School",2018-03-23,30,48
"Hattie Avenue",2018-03-23,26,49
"Leggett",2018-03-23,15,47
"Linville Falls",2018-03-23,NA,49
"Mendenhall School",2018-03-23,23,51
"Millbrook School",2018-03-23,30,48
"Pitt Agri. Center",2018-03-23,19,47
"West Johnston Co.",2018-03-23,28,48
"Bryson City",2018-03-24,46,31
"Castle Hayne",2018-03-24,23,44
"Clemmons Middle",2018-03-24,42,37
"Durham Armory",2018-03-24,33,41
"Frying Pan Mountain",2018-03-24,23,47
"Garinger High School",2018-03-24,34,42
"Hattie Avenue",2018-03-24,32.5,41
"Leggett",2018-03-24,21,44
"Linville Falls",2018-03-24,21,43
"Mendenhall School",2018-03-24,39,41
"Millbrook School",2018-03-24,27.5,43
"Pitt Agri. Center",2018-03-24,22,45
"West Johnston Co.",2018-03-24,38,44
"Bryson City",2018-03-25,40,42
"Castle Hayne",2018-03-25,7,44
"Clemmons Middle",2018-03-25,25,48
"Durham Armory",2018-03-25,30,44
"Garinger High School",2018-03-25,25,44
"Hattie Avenue",2018-03-25,21,49
"Leggett",2018-03-25,15,47
"Linville Falls",2018-03-25,NA,45
"Mendenhall School",2018-03-25,21,47
"Millbrook School",2018-03-25,26,46
"Pitt Agri. Center",2018-03-25,18,47
"West Johnston Co.",2018-03-25,21,47
"Bryson City",2018-03-26,24,44
"Castle Hayne",2018-03-26,13,43
"Clemmons Middle",2018-03-26,20,44
"Durham Armory",2018-03-26,23,43
"Frying Pan Mountain",2018-03-26,NA,45
"Garinger High School",2018-03-26,19,44
"Hattie Avenue",2018-03-26,19,45
"Leggett",2018-03-26,NA,43
"Linville Falls",2018-03-26,NA,46
"Mendenhall School",2018-03-26,22,44
"Millbrook School",2018-03-26,29,44
"Pitt Agri. Center",2018-03-26,32,43
"West Johnston Co.",2018-03-26,25,44
"Bryson City",2018-03-27,33,35
"Castle Hayne",2018-03-27,21,31
"Clemmons Middle",2018-03-27,32,39
"Durham Armory",2018-03-27,27,34
"Frying Pan Mountain",2018-03-27,7,44
"Garinger High School",2018-03-27,35,34
"Hattie Avenue",2018-03-27,28.6666666666667,37
"Leggett",2018-03-27,NA,35
"Linville Falls",2018-03-27,18,43
"Mendenhall School",2018-03-27,34,39
"Millbrook School",2018-03-27,37.5,31
"Pitt Agri. Center",2018-03-27,27,35
"West Johnston Co.",2018-03-27,33,32
"Bryson City",2018-03-28,49,35
"Castle Hayne",2018-03-28,26,43
"Clemmons Middle",2018-03-28,51,44
"Durham Armory",2018-03-28,37,43
"Frying Pan Mountain",2018-03-28,NA,45
"Garinger High School",2018-03-28,46,38
"Hattie Avenue",2018-03-28,53,38
"Linville Falls",2018-03-28,NA,42
"Mendenhall School",2018-03-28,48,45
"Millbrook School",2018-03-28,54,43
"Pitt Agri. Center",2018-03-28,48,42
"West Johnston Co.",2018-03-28,55,41
"Bryson City",2018-03-29,38,44
"Castle Hayne",2018-03-29,1,44
"Clemmons Middle",2018-03-29,56,48
"Durham Armory",2018-03-29,NA,49
"Frying Pan Mountain",2018-03-29,NA,45
"Garinger High School",2018-03-29,45,45
"Hattie Avenue",2018-03-29,59,46
"Leggett",2018-03-29,NA,45
"Linville Falls",2018-03-29,NA,49
"Mendenhall School",2018-03-29,53,51
"Millbrook School",2018-03-29,56,47
"Pitt Agri. Center",2018-03-29,26,44
"West Johnston Co.",2018-03-29,43,47
"Bryson City",2018-03-30,13,39
"Castle Hayne",2018-03-30,22,39
"Clemmons Middle",2018-03-30,23,44
"Durham Armory",2018-03-30,19,40
"Frying Pan Mountain",2018-03-30,4,43
"Garinger High School",2018-03-30,17.5,41
"Hattie Avenue",2018-03-30,18.5,43
"Leggett",2018-03-30,20,38
"Linville Falls",2018-03-30,7,41
"Mendenhall School",2018-03-30,19,44
"Millbrook School",2018-03-30,25,40
"Pitt Agri. Center",2018-03-30,24,38
"West Johnston Co.",2018-03-30,26,39
"Bryson City",2018-03-31,20,44
"Castle Hayne",2018-03-31,8,44
"Clemmons Middle",2018-03-31,17,50
"Durham Armory",2018-03-31,NA,46
"Frying Pan Mountain",2018-03-31,NA,51
"Garinger High School",2018-03-31,14,46
"Hattie Avenue",2018-03-31,19,50
"Leggett",2018-03-31,15,44
"Mendenhall School",2018-03-31,19,49
"Millbrook School",2018-03-31,20,45
"Pitt Agri. Center",2018-03-31,14,44
"West Johnston Co.",2018-03-31,30,45
"Bryson City",2018-04-01,30,44
"Castle Hayne",2018-04-01,14,46
"Clemmons Middle",2018-04-01,28,48
"Durham Armory",2018-04-01,NA,47
"Frying Pan Mountain",2018-04-01,NA,50
"Garinger High School",2018-04-01,26,49
"Hattie Avenue",2018-04-01,29,48
"Leggett",2018-04-01,34,47
"Linville Falls",2018-04-01,NA,46
"Mendenhall School",2018-04-01,31,51
"Millbrook School",2018-04-01,39,48
"Pitt Agri. Center",2018-04-01,28,48
"West Johnston Co.",2018-04-01,32,47
"Bryson City",2018-04-02,43,44
"Castle Hayne",2018-04-02,19,47
"Clemmons Middle",2018-04-02,32,58
"Durham Armory",2018-04-02,32,48
"Frying Pan Mountain",2018-04-02,32,NA
"Garinger High School",2018-04-02,36,48
"Hattie Avenue",2018-04-02,28.3333333333333,51
"Leggett",2018-04-02,33,48
"Linville Falls",2018-04-02,25,NA
"Mendenhall School",2018-04-02,35,54
"Millbrook School",2018-04-02,38,50
"Pitt Agri. Center",2018-04-02,29.5,48
"West Johnston Co.",2018-04-02,40,50
"Bryson City",2018-04-03,50,40
"Castle Hayne",2018-04-03,28,31
"Clemmons Middle",2018-04-03,55,48
"Durham Armory",2018-04-03,56,38
"Garinger High School",2018-04-03,54,44
"Hattie Avenue",2018-04-03,56,47
"Leggett",2018-04-03,35,37
"Linville Falls",2018-04-03,NA,47
"Mendenhall School",2018-04-03,NA,44
"Millbrook School",2018-04-03,52.5,37
"Pitt Agri. Center",2018-04-03,45,34
"West Johnston Co.",2018-04-03,47,41
"Bryson City",2018-04-04,18,43
"Castle Hayne",2018-04-04,14,43
"Clemmons Middle",2018-04-04,38,46
"Durham Armory",2018-04-04,28,42
"Frying Pan Mountain",2018-04-04,NA,44
"Garinger High School",2018-04-04,24,44
"Hattie Avenue",2018-04-04,32,44
"Leggett",2018-04-04,14,43
"Linville Falls",2018-04-04,NA,44
"Mendenhall School",2018-04-04,NA,46
"Millbrook School",2018-04-04,30,44
"Pitt Agri. Center",2018-04-04,23,42
"West Johnston Co.",2018-04-04,23,44
"Bryson City",2018-04-05,28,46
"Castle Hayne",2018-04-05,9,48
"Clemmons Middle",2018-04-05,28,50
"Durham Armory",2018-04-05,23.5,45
"Frying Pan Mountain",2018-04-05,15,51
"Garinger High School",2018-04-05,22,44
"Hattie Avenue",2018-04-05,20,47
"Leggett",2018-04-05,23,NA
"Linville Falls",2018-04-05,19,48
"Mendenhall School",2018-04-05,17,48
"Millbrook School",2018-04-05,26,45
"Pitt Agri. Center",2018-04-05,24,47
"West Johnston Co.",2018-04-05,25,45
"Bryson City",2018-04-06,37,33
"Castle Hayne",2018-04-06,16,64
"Clemmons Middle",2018-04-06,43,54
"Durham Armory",2018-04-06,51,51
"Frying Pan Mountain",2018-04-06,NA,61
"Garinger High School",2018-04-06,55,NA
"Hattie Avenue",2018-04-06,45,51
"Leggett",2018-04-06,29,61
"Linville Falls",2018-04-06,NA,54
"Mendenhall School",2018-04-06,49,67
"Millbrook School",2018-04-06,51.5,54
"Pitt Agri. Center",2018-04-06,31,61
"West Johnston Co.",2018-04-06,48,64
"Bryson City",2018-04-07,20,33
"Castle Hayne",2018-04-07,23,41
"Clemmons Middle",2018-04-07,31,41
"Durham Armory",2018-04-07,39,44
"Frying Pan Mountain",2018-04-07,NA,43
"Garinger High School",2018-04-07,36,39
"Hattie Avenue",2018-04-07,31,44
"Leggett",2018-04-07,25,NA
"Linville Falls",2018-04-07,NA,42
"Mendenhall School",2018-04-07,28,43
"Millbrook School",2018-04-07,43,42
"Pitt Agri. Center",2018-04-07,25,43
"West Johnston Co.",2018-04-07,31,41
"Bryson City",2018-04-08,10,42
"Castle Hayne",2018-04-08,9,44
"Clemmons Middle",2018-04-08,22,45
"Durham Armory",2018-04-08,26.5,42
"Frying Pan Mountain",2018-04-08,8,45
"Garinger High School",2018-04-08,19,44
"Hattie Avenue",2018-04-08,21,46
"Leggett",2018-04-08,16,NA
"Linville Falls",2018-04-08,12,45
"Mendenhall School",2018-04-08,15,46
"Millbrook School",2018-04-08,25.3333333333333,45
"Pitt Agri. Center",2018-04-08,19,NA
"West Johnston Co.",2018-04-08,25,45
"Bryson City",2018-04-09,19,34
"Castle Hayne",2018-04-09,13,38
"Clemmons Middle",2018-04-09,29,46
"Durham Armory",2018-04-09,44,45
"Frying Pan Mountain",2018-04-09,NA,39
"Garinger High School",2018-04-09,31,44
"Hattie Avenue",2018-04-09,30,47
"Leggett",2018-04-09,22,39
"Linville Falls",2018-04-09,NA,34
"Mendenhall School",2018-04-09,28,48
"Millbrook School",2018-04-09,35,40
"Pitt Agri. Center",2018-04-09,29,NA
"West Johnston Co.",2018-04-09,34,39
"Bryson City",2018-04-10,32,44
"Castle Hayne",2018-04-10,15,36
"Clemmons Middle",2018-04-10,40,45
"Durham Armory",2018-04-10,44,44
"Frying Pan Mountain",2018-04-10,NA,45
"Garinger High School",2018-04-10,37,44
"Hattie Avenue",2018-04-10,42,46
"Leggett",2018-04-10,33,NA
"Linville Falls",2018-04-10,NA,44
"Mendenhall School",2018-04-10,32,45
"Millbrook School",2018-04-10,45,43
"Pitt Agri. Center",2018-04-10,32,NA
"West Johnston Co.",2018-04-10,40,43
"Bryson City",2018-04-11,27,41
"Castle Hayne",2018-04-11,28,48
"Clemmons Middle",2018-04-11,40,47
"Durham Armory",2018-04-11,44.5,48
"Frying Pan Mountain",2018-04-11,16,46
"Garinger High School",2018-04-11,43,46
"Hattie Avenue",2018-04-11,38,46
"Leggett",2018-04-11,43,NA
"Linville Falls",2018-04-11,19,44
"Mendenhall School",2018-04-11,41,51
"Millbrook School",2018-04-11,54,49
"Pitt Agri. Center",2018-04-11,42,50
"West Johnston Co.",2018-04-11,53,50
"Bryson City",2018-04-12,50,54
"Castle Hayne",2018-04-12,18,51
"Clemmons Middle",2018-04-12,62,71
"Durham Armory",2018-04-12,53,54
"Frying Pan Mountain",2018-04-12,NA,77
"Garinger High School",2018-04-12,51,58
"Hattie Avenue",2018-04-12,56,67
"Leggett",2018-04-12,40,54
"Linville Falls",2018-04-12,NA,64
"Mendenhall School",2018-04-12,51,64
"Millbrook School",2018-04-12,54.5,58
"Pitt Agri. Center",2018-04-12,41,51
"West Johnston Co.",2018-04-12,51,58
"Bryson City",2018-04-13,68,64
"Castle Hayne",2018-04-13,20,47
"Clemmons Middle",2018-04-13,57,84
"Durham Armory",2018-04-13,48,51
"Frying Pan Mountain",2018-04-13,NA,71
"Garinger High School",2018-04-13,47,54
"Hattie Avenue",2018-04-13,54,84
"Leggett",2018-04-13,36,54
"Linville Falls",2018-04-13,NA,84
"Mendenhall School",2018-04-13,51,74
"Millbrook School",2018-04-13,50.5,51
"Pitt Agri. Center",2018-04-13,39,50
"West Johnston Co.",2018-04-13,47,51
"Bryson City",2018-04-14,48,44
"Castle Hayne",2018-04-14,16,43
"Clemmons Middle",2018-04-14,48,49
"Durham Armory",2018-04-14,40.5,48
"Frying Pan Mountain",2018-04-14,29,44
"Garinger High School",2018-04-14,38,47
"Hattie Avenue",2018-04-14,41.5,47
"Leggett",2018-04-14,29,45
"Linville Falls",2018-04-14,32,45
"Mendenhall School",2018-04-14,43,50
"Millbrook School",2018-04-14,54.3333333333333,47
"Pitt Agri. Center",2018-04-14,32.5,45
"West Johnston Co.",2018-04-14,38,46
"Bryson City",2018-04-15,25,36
"Castle Hayne",2018-04-15,18,31
"Clemmons Middle",2018-04-15,39,36
"Durham Armory",2018-04-15,25,36
"Frying Pan Mountain",2018-04-15,NA,42
"Garinger High School",2018-04-15,32,34
"Hattie Avenue",2018-04-15,31.5,37
"Leggett",2018-04-15,30,36
"Linville Falls",2018-04-15,NA,41
"Mendenhall School",2018-04-15,25,36
"Millbrook School",2018-04-15,33.5,34
"Pitt Agri. Center",2018-04-15,29,34
"West Johnston Co.",2018-04-15,29,33
"Bryson City",2018-04-16,13,40
"Castle Hayne",2018-04-16,5,36
"Clemmons Middle",2018-04-16,11,36
"Durham Armory",2018-04-16,17,32
"Frying Pan Mountain",2018-04-16,NA,43
"Garinger High School",2018-04-16,12,33
"Hattie Avenue",2018-04-16,9,35
"Leggett",2018-04-16,10,33
"Mendenhall School",2018-04-16,6,35
"Millbrook School",2018-04-16,17.5,31
"Pitt Agri. Center",2018-04-16,11,35
"West Johnston Co.",2018-04-16,15,32
"Bryson City",2018-04-17,26,51
"Castle Hayne",2018-04-17,4,46
"Clemmons Middle",2018-04-17,21,49
"Durham Armory",2018-04-17,19,48
"Frying Pan Mountain",2018-04-17,16,67
"Garinger High School",2018-04-17,17.5,49
"Hattie Avenue",2018-04-17,19,49
"Leggett",2018-04-17,15,45
"Linville Falls",2018-04-17,15,64
"Mendenhall School",2018-04-17,17,54
"Millbrook School",2018-04-17,21,46
"Pitt Agri. Center",2018-04-17,19,47
"West Johnston Co.",2018-04-17,32,47
"Bryson City",2018-04-18,35,54
"Castle Hayne",2018-04-18,33,71
"Clemmons Middle",2018-04-18,32,80
"Durham Armory",2018-04-18,40,58
"Frying Pan Mountain",2018-04-18,NA,67
"Garinger High School",2018-04-18,35,71
"Hattie Avenue",2018-04-18,29,80
"Leggett",2018-04-18,39,64
"Linville Falls",2018-04-18,NA,77
"Mendenhall School",2018-04-18,27,84
"Millbrook School",2018-04-18,53.5,61
"Pitt Agri. Center",2018-04-18,43,67
"West Johnston Co.",2018-04-18,55,71
"Bryson City",2018-04-19,28,41
